,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
1438,37,No,Travel_Frequently,Sales,2,3,Marketing,Female,2,Laboratory Technician,Divorced,97560,4.0,Y,19,8,0,13.0,2,9,5,8
1439,29,No,Travel_Frequently,Sales,15,4,Medical,Female,1,Sales Executive,Married,49680,1.0,Y,19,8,3,11.0,4,11,4,1
1440,35,No,Travel_Frequently,Research & Development,19,3,Life Sciences,Female,1,Sales Executive,Single,21450,1.0,Y,13,8,0,10.0,6,10,0,8
1441,29,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,1,Research Scientist,Single,21800,1.0,Y,21,8,0,4.0,2,4,0,1
1442,52,No,Travel_Rarely,Research & Development,1,2,Medical,Female,4,Manager,Single,83460,7.0,Y,14,8,0,6.0,5,2,2,2
1446,33,Yes,Travel_Rarely,Sales,11,4,Marketing,Male,1,Research Scientist,Married,71400,5.0,Y,21,8,0,8.0,2,5,0,4
1448,33,Yes,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Manager,Married,51470,7.0,Y,11,8,0,13.0,2,9,1,7
1450,32,No,Travel_Rarely,Human Resources,13,4,Life Sciences,Female,3,Manufacturing Director,Married,85640,2.0,Y,16,8,1,6.0,2,4,1,2
1451,32,Yes,Travel_Rarely,Sales,23,1,Life Sciences,Male,3,Healthcare Representative,Single,24680,0.0,Y,11,8,0,4.0,2,3,1,2
1452,39,No,Travel_Rarely,Sales,26,4,Life Sciences,Male,2,Research Director,Divorced,81610,7.0,Y,12,8,1,7.0,2,3,1,2
1453,32,No,Non-Travel,Sales,2,4,Marketing,Male,4,Research Scientist,Married,21090,0.0,Y,13,8,1,4.0,3,3,2,2
1454,41,No,Travel_Rarely,Sales,29,3,Life Sciences,Female,2,Laboratory Technician,Divorced,52940,2.0,Y,15,8,0,17.0,3,1,0,0
1455,40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Manufacturing Director,Divorced,27180,1.0,Y,14,8,1,9.0,4,9,4,7
1458,33,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Married,27660,1.0,Y,12,8,1,2.0,2,2,0,2
1460,37,No,Travel_Rarely,Research & Development,22,5,Medical,Female,2,Manufacturing Director,Married,30550,2.0,Y,14,8,3,17.0,3,3,0,2
1461,45,No,Travel_Frequently,Sales,21,1,Marketing,Male,3,Research Scientist,Married,22890,4.0,Y,13,8,0,9.0,3,3,0,2
1462,37,Yes,Travel_Frequently,Sales,2,3,Marketing,Male,1,Laboratory Technician,Divorced,40010,6.0,Y,11,8,1,17.0,2,1,0,0
1464,29,No,Travel_Rarely,Sales,4,3,Other,Female,2,Human Resources,Single,35390,1.0,Y,18,8,0,6.0,2,6,1,5
1465,42,No,Travel_Rarely,Research & Development,5,4,Medical,Female,1,Research Scientist,Single,60290,3.0,Y,17,8,1,10.0,5,3,0,2
1466,29,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,26790,2.0,Y,15,8,0,10.0,2,3,0,2
1467,25,No,Travel_Rarely,Research & Development,25,2,Life Sciences,Male,2,Sales Executive,Married,37020,0.0,Y,20,8,0,5.0,4,4,1,2
1470,51,No,Travel_Rarely,Sales,6,2,Life Sciences,Female,1,Healthcare Representative,Married,131160,1.0,Y,11,8,0,1.0,6,1,0,0
1471,31,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Research Scientist,Single,41890,0.0,Y,23,8,1,6.0,3,5,1,4
1474,32,No,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,23420,4.0,Y,12,8,2,9.0,2,6,0,4
1476,28,Yes,Travel_Rarely,Research & Development,11,2,Medical,Male,2,Sales Executive,Single,58130,2.0,Y,20,8,1,5.0,2,0,0,0
1477,29,No,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Sales Executive,Married,31430,2.0,Y,22,8,3,10.0,2,0,0,0
1479,25,No,Non-Travel,Research & Development,7,4,Medical,Female,4,Laboratory Technician,Divorced,134640,1.0,Y,13,8,1,6.0,2,6,1,5
1484,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Manufacturing Director,Married,25920,1.0,Y,14,8,0,5.0,2,5,0,4
1485,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Married,53460,4.0,Y,11,8,0,7.0,2,5,0,1
1486,21,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Laboratory Technician,Single,42130,1.0,Y,12,8,3,3.0,3,3,1,0
1487,37,No,Non-Travel,Research & Development,1,3,Medical,Male,2,Sales Executive,Divorced,41270,2.0,Y,13,8,1,15.0,2,5,0,2
1490,26,No,Travel_Frequently,Research & Development,1,4,Other,Male,2,Laboratory Technician,Divorced,104470,1.0,Y,18,8,0,6.0,3,6,1,4
1494,29,No,Travel_Frequently,Research & Development,16,4,Medical,Male,1,Laboratory Technician,Single,65130,1.0,Y,11,8,1,10.0,2,10,0,9
1495,55,No,Travel_Rarely,Research & Development,1,4,Other,Female,1,Research Scientist,Married,67990,3.0,Y,11,8,0,12.0,2,10,0,8
1496,26,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,1,Manager,Married,162910,1.0,Y,22,8,0,5.0,3,5,3,3
1497,37,No,Travel_Rarely,Sales,5,1,Marketing,Male,1,Research Scientist,Single,27050,1.0,Y,11,8,0,17.0,2,17,5,7
1498,44,Yes,Travel_Frequently,Research & Development,1,2,Medical,Male,2,Research Scientist,Divorced,103330,3.0,Y,14,8,1,19.0,2,1,0,0
1500,26,Yes,Travel_Rarely,Research & Development,4,3,Medical,Male,3,Research Scientist,Divorced,68540,2.0,Y,11,8,0,5.0,5,3,0,2
1501,28,No,Travel_Rarely,Research & Development,7,3,Other,Male,1,Human Resources,Single,96370,1.0,Y,13,8,0,5.0,6,5,0,2
1504,31,No,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Sales Executive,Divorced,46840,1.0,Y,16,8,1,2.0,4,2,2,2
1506,37,No,Travel_Frequently,Sales,9,1,Marketing,Male,1,Laboratory Technician,Married,15140,1.0,Y,14,8,0,4.0,3,4,1,2
1508,18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Sales Executive,Single,23350,1.0,Y,14,8,2,0.0,3,0,0,0
1510,36,No,Travel_Frequently,Research & Development,8,3,Other,Female,3,Sales Executive,Married,69620,4.0,Y,12,8,2,4.0,2,1,0,0
1511,51,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Divorced,56750,5.0,Y,13,8,0,13.0,2,4,1,2
1513,18,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,1,Research Scientist,Single,38120,1.0,Y,15,8,0,0.0,3,0,0,0
1514,28,No,Travel_Rarely,Research & Development,9,3,Medical,Male,1,Sales Representative,Single,46480,0.0,Y,23,8,2,9.0,2,8,0,7
1516,39,No,Travel_Rarely,Sales,5,4,Marketing,Female,2,Human Resources,Divorced,21050,0.0,Y,20,8,0,19.0,3,18,3,7
1518,32,No,Travel_Rarely,Sales,2,3,Marketing,Male,2,Laboratory Technician,Married,27060,1.0,Y,21,8,1,13.0,4,13,4,8
1519,38,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Research Scientist,Married,63840,3.0,Y,19,8,2,19.0,4,10,0,1
1520,58,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,2,Manufacturing Director,Divorced,39680,2.0,Y,13,8,2,12.0,3,5,1,2
1522,31,No,Travel_Rarely,Sales,7,4,Marketing,Male,2,Sales Executive,Married,132250,3.0,Y,21,8,1,9.0,2,2,1,0
1524,31,No,Travel_Rarely,Sales,16,4,Marketing,Female,2,Research Scientist,Divorced,28040,0.0,Y,19,8,2,3.0,0,2,2,2
1527,43,No,Travel_Frequently,Research & Development,7,4,Medical,Male,4,Research Scientist,Single,24390,0.0,Y,15,8,0,9.0,2,8,1,7
1530,27,No,Travel_Rarely,Research & Development,15,4,Medical,Male,3,Research Scientist,Single,39020,1.0,Y,22,8,0,4.0,2,4,1,2
1532,27,No,Travel_Rarely,Research & Development,13,2,Medical,Female,4,Research Director,Single,28560,1.0,Y,12,8,2,5.0,5,5,0,4
1533,31,No,Travel_Rarely,Sales,24,3,Life Sciences,Male,2,Healthcare Representative,Divorced,10810,4.0,Y,11,8,3,13.0,4,7,1,7
1534,32,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Male,2,Healthcare Representative,Single,24720,7.0,Y,13,8,0,10.0,2,7,0,7
1535,28,Yes,Travel_Rarely,Research & Development,9,4,Medical,Male,1,Sales Executive,Married,56730,5.0,Y,14,8,1,5.0,4,3,2,2
1536,30,No,Travel_Rarely,Research & Development,13,3,Life Sciences,Female,4,Research Director,Married,41970,1.0,Y,13,8,0,11.0,3,10,1,9
1539,39,Yes,Travel_Rarely,Research & Development,1,1,Medical,Female,1,Laboratory Technician,Married,42840,4.0,Y,17,8,1,12.0,0,1,0,0
1540,33,No,Travel_Frequently,Sales,4,2,Life Sciences,Male,4,Research Scientist,Single,47880,3.0,Y,11,8,1,9.0,0,7,0,1
1542,43,No,Travel_Frequently,Research & Development,14,3,Medical,Female,5,Research Director,Divorced,38860,1.0,Y,17,8,2,9.0,2,9,0,0
1543,27,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,1,Research Director,Married,168230,0.0,Y,17,8,0,6.0,3,5,1,4
1547,40,No,Travel_Rarely,Research & Development,2,4,Other,Male,4,Research Scientist,Married,50330,2.0,Y,14,8,2,6.0,6,4,0,2
1548,29,Yes,Travel_Rarely,Research & Development,29,3,Medical,Female,1,Research Scientist,Married,23070,1.0,Y,13,8,1,7.0,0,7,0,7
1549,29,No,Travel_Rarely,Human Resources,8,3,Medical,Male,3,Sales Representative,Single,25870,0.0,Y,22,8,2,4.0,3,3,2,2
1550,30,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,2,Research Scientist,Divorced,55070,1.0,Y,12,8,2,10.0,2,10,1,2
1551,27,No,Travel_Rarely,Research & Development,11,2,Medical,Male,1,Manager,Married,43930,1.0,Y,18,8,1,8.0,2,8,0,7
1552,37,No,Travel_Rarely,Sales,1,4,Life Sciences,Male,2,Healthcare Representative,Divorced,133480,7.0,Y,14,8,0,8.0,4,6,0,4
1553,38,No,Travel_Rarely,Research & Development,28,4,Medical,Male,1,Laboratory Technician,Divorced,65830,0.0,Y,12,8,0,12.0,1,11,2,9
1554,31,No,Travel_Rarely,Research & Development,6,3,Medical,Female,3,Manager,Single,81030,1.0,Y,15,8,1,11.0,5,11,4,10
1555,29,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,3,Sales Executive,Divorced,39780,1.0,Y,11,8,0,7.0,0,7,1,7
1556,35,No,Travel_Rarely,Sales,16,2,Technical Degree,Male,3,Manager,Single,25440,0.0,Y,13,8,1,17.0,3,16,0,13
1557,23,No,Travel_Rarely,Research & Development,20,4,Life Sciences,Male,1,Manufacturing Director,Divorced,53990,1.0,Y,23,8,0,4.0,2,4,0,2
1558,41,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,1,Laboratory Technician,Single,54870,6.0,Y,19,8,2,8.0,0,5,1,2
1559,47,No,Travel_Frequently,Sales,1,3,Medical,Female,2,Laboratory Technician,Single,68340,3.0,Y,16,8,1,5.0,2,0,0,0
1560,42,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,1,Manager,Single,10910,2.0,Y,22,8,0,16.0,0,1,0,0
1561,29,No,Non-Travel,Sales,22,4,Marketing,Male,2,Human Resources,Married,57360,1.0,Y,22,8,0,4.0,1,4,0,2
1562,42,No,Travel_Rarely,Sales,7,4,Medical,Male,3,Research Scientist,Divorced,22260,0.0,Y,12,8,1,4.0,3,3,1,0
1563,32,No,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,57470,1.0,Y,13,8,0,8.0,0,8,0,7
1564,48,No,Travel_Rarely,Sales,13,4,Medical,Male,4,Sales Executive,Married,98540,3.0,Y,16,8,1,15.0,2,0,0,0
1566,30,No,Non-Travel,Sales,25,4,Other,Male,1,Healthcare Representative,Married,53800,7.0,Y,21,8,1,4.0,0,2,2,2
1568,42,No,Travel_Rarely,Sales,2,2,Medical,Female,1,Laboratory Technician,Single,21330,3.0,Y,13,8,2,14.0,2,1,0,0
1570,36,No,Non-Travel,Human Resources,28,3,Human Resources,Male,2,Laboratory Technician,Single,24320,4.0,Y,22,8,0,7.0,4,1,0,0
1571,36,No,Travel_Frequently,Research & Development,6,3,Life Sciences,Female,2,Research Scientist,Married,47710,4.0,Y,13,8,1,16.0,2,13,1,12
1573,40,No,Travel_Rarely,Research & Development,8,3,Other,Male,2,Sales Executive,Married,50870,3.0,Y,14,8,1,10.0,3,7,1,7
1574,21,No,Non-Travel,Research & Development,1,5,Life Sciences,Female,2,Manager,Single,28630,1.0,Y,14,8,0,3.0,2,3,2,2
1575,33,Yes,Travel_Rarely,Human Resources,28,2,Human Resources,Female,5,Manager,Single,55610,1.0,Y,21,8,1,1.0,3,1,0,0
1576,37,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,4,Research Scientist,Married,21440,6.0,Y,19,8,0,17.0,3,5,0,3
1577,46,No,Non-Travel,Sales,2,4,Marketing,Female,2,Laboratory Technician,Married,30650,2.0,Y,11,8,0,7.0,3,1,0,0
1580,40,Yes,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Healthcare Representative,Married,86280,2.0,Y,20,8,0,8.0,2,6,1,0
1581,31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,4,Human Resources,Single,28670,0.0,Y,24,8,0,3.0,5,2,2,2
1582,21,Yes,Travel_Rarely,Human Resources,10,2,Human Resources,Male,1,Laboratory Technician,Single,53730,1.0,Y,12,8,1,1.0,2,1,0,0
1585,27,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,1,Sales Executive,Divorced,23670,1.0,Y,12,8,1,5.0,2,5,0,4
1586,28,No,Travel_Rarely,Research & Development,2,2,Medical,Male,3,Manager,Single,28580,1.0,Y,12,8,0,7.0,2,7,0,7
1588,51,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Sales Executive,Married,41050,4.0,Y,22,8,1,18.0,2,7,0,7
1589,36,No,Travel_Rarely,Sales,15,2,Life Sciences,Male,1,Sales Executive,Married,96790,4.0,Y,12,8,0,6.0,1,2,2,2
1592,24,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,5,Manager,Divorced,28970,1.0,Y,18,8,3,5.0,4,5,0,3
1593,30,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,2,Manager,Married,59680,1.0,Y,13,8,0,1.0,3,1,0,0
1594,26,Yes,Travel_Frequently,Sales,14,3,Life Sciences,Male,2,Manager,Single,75100,0.0,Y,18,8,3,7.0,3,6,0,4
1595,22,No,Travel_Rarely,Research & Development,16,5,Other,Male,1,Research Scientist,Married,29910,1.0,Y,19,8,2,2.0,3,2,1,2
1599,40,No,Travel_Rarely,Research & Development,6,2,Medical,Male,3,Research Scientist,Divorced,43320,7.0,Y,14,8,2,8.0,3,5,1,3
1600,42,No,Travel_Rarely,Research & Development,2,3,Medical,Female,4,Manager,Divorced,110310,3.0,Y,12,8,1,8.0,2,5,1,2
1601,37,No,Travel_Rarely,Sales,9,1,Marketing,Male,3,Sales Executive,Single,44400,2.0,Y,11,8,1,18.0,3,1,0,1
1606,31,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,3,Sales Executive,Married,21870,1.0,Y,15,8,1,13.0,2,13,3,12
1607,43,No,Travel_Frequently,Sales,14,3,Life Sciences,Female,1,Manufacturing Director,Married,37480,7.0,Y,14,8,2,8.0,3,3,1,2
1608,43,No,Travel_Rarely,Sales,27,4,Life Sciences,Male,2,Sales Representative,Divorced,39770,4.0,Y,18,8,1,8.0,3,5,0,2
1609,25,No,Travel_Rarely,Human Resources,7,2,Human Resources,Male,1,Manufacturing Director,Single,86330,1.0,Y,19,8,1,5.0,2,5,1,3
1611,31,No,Travel_Rarely,Research & Development,24,1,Medical,Male,3,Laboratory Technician,Married,44400,1.0,Y,13,8,1,4.0,2,4,3,2
1614,30,No,Travel_Rarely,Sales,5,4,Medical,Female,2,Manufacturing Director,Single,54100,0.0,Y,17,8,1,6.0,2,5,4,4
1615,41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,3,Research Scientist,Married,27820,1.0,Y,14,8,0,10.0,2,10,0,7
1616,28,No,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Healthcare Representative,Divorced,119570,1.0,Y,13,8,0,10.0,2,10,1,8
1617,25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Laboratory Technician,Married,26600,5.0,Y,13,8,0,6.0,3,2,0,2
1619,45,No,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,50980,3.0,Y,14,8,1,8.0,4,2,0,2
1621,42,No,Travel_Frequently,Sales,10,3,Marketing,Female,2,Healthcare Representative,Divorced,28370,2.0,Y,13,8,1,19.0,0,5,0,2
1622,30,No,Travel_Rarely,Sales,25,3,Marketing,Male,1,Sales Executive,Single,24060,2.0,Y,20,8,1,11.0,5,5,0,2
1624,46,No,Travel_Rarely,Sales,19,4,Marketing,Female,1,Sales Executive,Divorced,41080,2.0,Y,14,8,0,19.0,5,10,0,8
1625,42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,Male,4,Sales Executive,Married,132060,0.0,Y,13,8,2,7.0,2,6,0,4
1626,24,Yes,Travel_Rarely,Research & Development,27,2,Medical,Male,1,Research Scientist,Single,104220,1.0,Y,17,8,1,6.0,0,5,1,4
1627,34,Yes,Travel_Frequently,Research & Development,5,3,Medical,Male,2,Research Scientist,Divorced,137440,0.0,Y,20,8,1,3.0,3,2,1,0
1628,38,No,Travel_Frequently,Sales,3,3,Marketing,Female,2,Sales Executive,Married,49070,1.0,Y,11,8,1,1.0,3,1,0,0
1630,26,No,Travel_Rarely,Research & Development,3,2,Medical,Female,4,Healthcare Representative,Divorced,24360,1.0,Y,24,8,0,3.0,2,3,0,2
1631,30,No,Non-Travel,Research & Development,15,3,Medical,Female,2,Sales Executive,Married,23800,4.0,Y,18,8,3,9.0,2,5,1,4
1633,29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,3,Research Scientist,Married,17900,5.0,Y,16,8,1,6.0,4,2,1,1
1634,19,Yes,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Sales Executive,Single,76440,1.0,Y,15,8,2,1.0,2,1,0,0
1642,35,No,Travel_Rarely,Research & Development,15,2,Medical,Female,2,Laboratory Technician,Single,54060,0.0,Y,12,8,1,6.0,2,5,4,3
1643,54,No,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,1,0,0
1644,34,No,Travel_Rarely,Sales,8,2,Life Sciences,Male,1,Laboratory Technician,Divorced,24390,3.0,Y,11,8,2,14.0,2,7,5,7
1645,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,88370,2.0,Y,18,8,0,15.0,3,3,1,2
1646,31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Director,Divorced,53430,1.0,Y,14,8,1,13.0,3,13,0,8
1648,33,Yes,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7.0,Y,25,8,0,8.0,5,4,1,3
1649,30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,48500,0.0,Y,12,8,1,4.0,4,3,1,2
1650,35,No,Travel_Rarely,Research & Development,12,2,Medical,Female,2,Sales Representative,Married,28090,4.0,Y,23,8,1,10.0,2,8,0,0
1651,31,Yes,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3.0,Y,15,8,2,12.0,2,1,0,0
1653,42,No,Travel_Frequently,Research & Development,2,4,Medical,Female,1,Research Scientist,Married,29770,4.0,Y,15,8,3,8.0,3,2,2,0
1655,22,Yes,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5.0,Y,13,8,2,4.0,2,2,1,2
1658,41,No,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Research Scientist,Single,99360,7.0,Y,17,8,1,16.0,2,14,1,10
1661,39,No,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Research Scientist,Married,99910,1.0,Y,16,8,1,8.0,3,8,0,7
1662,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Research Director,Single,61420,4.0,Y,13,8,2,10.0,2,6,0,5
1663,42,No,Travel_Rarely,Research & Development,5,3,Medical,Male,3,Sales Executive,Married,53900,1.0,Y,14,8,0,10.0,3,10,5,8
1664,45,No,Travel_Rarely,Research & Development,2,1,Medical,Female,4,Sales Executive,Married,44040,0.0,Y,23,8,0,9.0,2,8,3,7
1665,26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0.0,Y,12,8,0,8.0,3,7,1,0
1666,29,No,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Research Scientist,Divorced,51300,4.0,Y,11,8,0,8.0,3,3,1,2
1667,33,No,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Laboratory Technician,Divorced,20900,4.0,Y,16,8,0,10.0,2,6,0,5
1669,18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1.0,Y,18,8,2,0.0,4,0,0,0
1671,41,No,Non-Travel,Research & Development,23,3,Life Sciences,Male,2,Manufacturing Director,Single,26700,2.0,Y,15,8,2,10.0,2,8,0,7
1672,26,No,Travel_Rarely,Research & Development,9,4,Medical,Male,3,Healthcare Representative,Divorced,26930,5.0,Y,17,8,3,8.0,3,0,0,0
1673,35,No,Travel_Rarely,Research & Development,16,4,Medical,Male,2,Human Resources,Single,95260,1.0,Y,15,8,0,5.0,2,5,0,3
1674,34,No,Travel_Rarely,Research & Development,26,3,Medical,Male,1,Laboratory Technician,Single,52370,1.0,Y,19,8,1,10.0,3,10,5,7
1675,26,Yes,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1.0,Y,22,8,0,1.0,3,1,0,0
1676,37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Single,41930,4.0,Y,16,8,1,12.0,5,6,1,2
1682,24,No,Travel_Frequently,Sales,22,3,Life Sciences,Female,1,Healthcare Representative,Married,29350,0.0,Y,14,8,2,3.0,5,2,2,1
1683,38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Research Scientist,Married,154270,3.0,Y,16,8,1,18.0,2,1,0,0
1684,37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,5,Research Scientist,Married,39440,6.0,Y,11,8,2,8.0,3,6,4,3
1686,24,No,Travel_Rarely,Sales,1,3,Marketing,Female,1,Sales Executive,Married,34070,1.0,Y,15,8,2,6.0,2,6,1,4
1687,26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,Female,4,Sales Executive,Married,119940,1.0,Y,14,8,1,6.0,6,5,1,4
1688,24,No,Travel_Rarely,Sales,7,3,Medical,Female,1,Laboratory Technician,Married,12320,1.0,Y,12,8,0,1.0,4,1,0,0
1691,24,Yes,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,Y,21,8,0,6.0,3,6,1,2
1692,30,Yes,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,Y,14,8,0,1.0,2,1,0,0
1693,34,No,Travel_Rarely,Sales,6,2,Life Sciences,Male,4,Research Director,Married,102480,1.0,Y,12,8,1,6.0,4,6,1,3
1695,35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,5,Sales Executive,Single,24960,4.0,Y,17,8,3,9.0,3,3,0,2
1696,31,No,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,64650,4.0,Y,17,8,0,13.0,3,7,5,7
1697,27,No,Travel_Rarely,Sales,22,4,Medical,Male,1,Sales Representative,Divorced,22060,0.0,Y,14,8,1,6.0,4,5,0,3
1698,37,No,Travel_Rarely,Sales,9,4,Marketing,Female,2,Laboratory Technician,Married,20860,4.0,Y,14,8,0,17.0,3,3,1,0
1699,20,No,Travel_Rarely,Research & Development,17,4,Medical,Female,1,Sales Representative,Single,22930,1.0,Y,13,8,2,1.0,3,1,0,0
1700,42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,Manufacturing Director,Married,26450,1.0,Y,15,8,0,10.0,5,10,2,2
1702,38,No,Travel_Rarely,Human Resources,2,4,Medical,Male,1,Human Resources,Single,20140,3.0,Y,17,8,1,8.0,5,0,0,0
1703,43,No,Travel_Frequently,Sales,4,3,Medical,Female,2,Healthcare Representative,Divorced,34190,3.0,Y,11,8,1,10.0,5,8,4,7
1705,44,No,Travel_Rarely,Sales,29,4,Marketing,Male,2,Sales Executive,Single,19510,4.0,Y,22,8,3,10.0,4,2,0,2
1706,34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410,1.0,Y,20,8,2,8.0,3,8,0,6
1707,27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,Y,18,8,0,5.0,0,4,0,2
1708,21,No,Travel_Rarely,Sales,16,2,Life Sciences,Male,3,Sales Executive,Single,87260,1.0,Y,11,8,1,3.0,2,3,1,2
1712,32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1.0,Y,16,8,1,6.0,3,6,0,5
1713,30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720,1.0,Y,17,8,0,1.0,3,1,0,0
